respondent_id,country,income_group,survey_year,age_group,gender,education_level,employment_type,urban_rural,genai_usage_frequency,primary_use_case,trust_in_genai_score,fear_of_job_loss_score,ai_should_be_regulated,willing_to_pay_for_genai,monthly_spend_usd,has_experienced_ai_harm,reported_ai_harm,native_language_supported,digital_skills_self_rating,heard_of_hallucination,uses_genai_for_news
SRV-04-2023-0002,South Korea,High income,2023,35-44,Male,PhD,Retired,Urban,Rarely,Work/Productivity,6,3,Disagree,0,0.0,0,0,1,5,1,1
SRV-04-2023-0003,South Korea,High income,2023,65+,Male,PhD,Student,Urban,Daily,Creative Projects,7,5,Agree,1,0.0,0,0,1,6,1,1
SRV-04-2023-0004,South Korea,High income,2023,35-44,Female,Secondary,Employed full-time,Urban,Weekly,Personal Assistant,6,5,Disagree,1,0.0,0,0,0,8,1,1
SRV-04-2023-0005,South Korea,High income,2023,65+,Male,Bachelor,Employed full-time,Urban,Weekly,Creative Projects,7,7,Agree,0,0.0,0,1,1,5,1,0
SRV-04-2023-0006,South Korea,High income,2023,55-64,Female,Secondary,Employed full-time,Rural,Monthly,Education/Learning,8,4,Neutral,1,0.0,0,0,1,9,1,1
SRV-04-2023-0007,South Korea,High income,2023,45-54,Male,Vocational,Employed part-time,Suburban,Several times/week,Personal Assistant,4,3,Strongly agree,0,0.0,0,0,1,7,1,1
SRV-04-2023-0008,South Korea,High income,2023,18-24,Male,Vocational,Self-employed,Urban,Never,Coding,8,1,Neutral,1,0.0,0,0,1,6,1,0
SRV-04-2023-0009,South Korea,High income,2023,35-44,Female,Secondary,Homemaker,Suburban,Weekly,Coding,7,3,Strongly disagree,1,1.34,1,0,1,8,1,0
SRV-04-2023-0010,South Korea,High income,2023,35-44,Non-binary,Bachelor,Homemaker,Rural,Weekly,Research,9,4,Agree,1,0.0,0,1,1,6,1,1
SRV-04-2023-0011,South Korea,High income,2023,35-44,Female,Bachelor,Employed full-time,Suburban,Weekly,Education/Learning,9,5,Strongly agree,1,2.4,0,0,1,9,1,0
SRV-04-2023-0012,South Korea,High income,2023,25-34,Male,Secondary,Student,Suburban,Daily,Healthcare Info,3,5,Strongly agree,1,9.86,0,0,1,5,0,0
SRV-04-2023-0013,South Korea,High income,2023,45-54,Male,Bachelor,Student,Suburban,Monthly,None,8,1,Neutral,1,0.0,0,0,1,10,1,0
SRV-04-2023-0014,South Korea,High income,2023,25-34,Male,Bachelor,Employed full-time,Urban,Rarely,Personal Assistant,6,2,Agree,0,21.11,0,0,1,10,0,0
SRV-04-2023-0015,South Korea,High income,2023,35-44,Male,Bachelor,Employed full-time,Suburban,Rarely,Creative Projects,9,2,Strongly agree,0,3.75,0,0,1,8,1,0
SRV-04-2023-0016,South Korea,High income,2023,18-24,Female,Vocational,Employed full-time,Suburban,Several times/week,Creative Projects,9,6,Strongly agree,1,0.0,0,0,1,8,1,0
SRV-04-2023-0017,South Korea,High income,2023,45-54,Female,Secondary,Employed full-time,Suburban,Never,Healthcare Info,7,4,Strongly agree,1,0.0,0,0,1,7,1,1
SRV-04-2023-0018,South Korea,High income,2023,25-34,Male,Bachelor,Student,Rural,Rarely,Entertainment,6,6,Agree,1,0.0,1,0,1,8,1,1
SRV-04-2023-0019,South Korea,High income,2023,45-54,Female,Primary,Unemployed,Suburban,Daily,Education/Learning,3,6,Neutral,0,0.83,0,0,1,7,1,0
SRV-04-2023-0020,South Korea,High income,2023,25-34,Female,Bachelor,Employed part-time,Rural,Monthly,Creative Projects,4,6,Strongly agree,1,0.0,0,0,1,8,1,0
SRV-04-2023-0021,South Korea,High income,2023,65+,Female,Bachelor,Employed full-time,Urban,Never,Healthcare Info,10,4,Neutral,0,0.0,0,0,1,7,1,0
SRV-04-2023-0022,South Korea,High income,2023,55-64,Female,Secondary,Employed full-time,Rural,Never,Research,4,2,Disagree,1,0.0,1,0,1,6,1,0
SRV-04-2023-0023,South Korea,High income,2023,65+,Male,Secondary,Employed part-time,Urban,Monthly,Creative Projects,4,3,Disagree,0,8.1,0,0,1,7,1,0
SRV-04-2023-0024,South Korea,High income,2023,25-34,Female,Vocational,Unemployed,Urban,Daily,Personal Assistant,5,5,Strongly agree,0,0.0,1,0,1,7,0,0
SRV-04-2023-0025,South Korea,High income,2023,55-64,Male,Secondary,Employed full-time,Rural,Several times/week,Creative Projects,7,4,Agree,0,7.52,0,0,1,9,0,0
SRV-04-2023-0026,South Korea,High income,2023,18-24,Female,Bachelor,Self-employed,Urban,Weekly,Coding,10,8,Disagree,0,38.27,0,0,1,10,1,1
SRV-04-2023-0027,South Korea,High income,2023,25-34,Male,Secondary,Employed full-time,Urban,Rarely,Creative Projects,4,2,Agree,0,8.59,0,0,1,4,1,0
SRV-04-2023-0028,South Korea,High income,2023,45-54,Female,Secondary,Employed part-time,Rural,Weekly,Personal Assistant,6,4,Agree,0,30.77,0,0,1,7,1,0
SRV-04-2023-0029,South Korea,High income,2023,25-34,Female,Bachelor,Employed part-time,Urban,Several times/week,None,8,6,Neutral,0,0.0,0,0,1,8,1,1
SRV-04-2023-0030,South Korea,High income,2023,18-24,Female,Bachelor,Self-employed,Urban,Several times/week,Work/Productivity,10,5,Neutral,1,7.36,0,1,1,8,0,0
SRV-04-2023-0031,South Korea,High income,2023,35-44,Male,Secondary,Employed full-time,Suburban,Weekly,Work/Productivity,3,4,Strongly agree,1,0.17,0,1,1,7,1,1
SRV-04-2023-0032,South Korea,High income,2023,25-34,Male,Bachelor,Employed full-time,Urban,Several times/week,Entertainment,7,2,Strongly disagree,1,8.29,0,0,1,10,1,1
SRV-04-2023-0033,South Korea,High income,2023,25-34,Male,Bachelor,Employed part-time,Urban,Several times/week,Creative Projects,10,3,Strongly agree,0,0.0,0,0,1,8,1,0
SRV-04-2023-0034,South Korea,High income,2023,25-34,Male,Bachelor,Employed part-time,Suburban,Several times/week,Education/Learning,5,7,Agree,1,8.25,0,0,1,4,1,0
SRV-04-2023-0035,South Korea,High income,2023,25-34,Female,Bachelor,Student,Urban,Daily,Education/Learning,7,6,Agree,0,0.0,0,0,1,6,1,0
SRV-04-2023-0036,South Korea,High income,2023,18-24,Female,Bachelor,Retired,Urban,Weekly,Coding,5,1,Neutral,1,10.69,0,0,1,7,1,0
SRV-04-2023-0037,South Korea,High income,2023,55-64,Female,Master,Self-employed,Suburban,Several times/week,Education/Learning,6,7,Agree,0,7.7,0,0,1,7,0,0
SRV-04-2023-0038,South Korea,High income,2023,25-34,Female,Bachelor,Retired,Suburban,Rarely,None,5,4,Strongly agree,1,8.66,1,0,0,5,1,0
SRV-04-2023-0039,South Korea,High income,2023,55-64,Male,Bachelor,Employed full-time,Urban,Daily,Entertainment,6,4,Agree,1,7.71,0,0,1,8,1,1
SRV-04-2023-0040,South Korea,High income,2023,18-24,Male,Bachelor,Unemployed,Urban,Several times/week,Research,10,7,Agree,1,17.05,0,0,1,7,1,1
SRV-04-2023-0041,South Korea,High income,2023,45-54,Male,Vocational,Employed full-time,Suburban,Several times/week,None,4,9,Neutral,0,10.16,0,0,1,7,1,1
SRV-04-2023-0042,South Korea,High income,2023,18-24,Male,Bachelor,Employed full-time,Rural,Never,Entertainment,5,5,Agree,1,0.0,0,0,1,9,1,0
SRV-04-2023-0043,South Korea,High income,2023,55-64,Female,Secondary,Self-employed,Suburban,Weekly,Work/Productivity,6,6,Strongly disagree,0,0.0,0,0,1,7,1,0
SRV-04-2023-0044,South Korea,High income,2023,35-44,Female,PhD,Employed full-time,Urban,Daily,Healthcare Info,6,7,Disagree,0,17.8,0,0,1,6,0,0
SRV-04-2023-0045,South Korea,High income,2023,25-34,Male,Master,Unemployed,Suburban,Never,Healthcare Info,8,5,Strongly agree,1,6.8,0,0,1,5,1,1
SRV-04-2023-0046,South Korea,High income,2023,35-44,Female,Master,Homemaker,Urban,Daily,Creative Projects,8,5,Strongly agree,1,6.38,0,0,1,6,1,0
SRV-04-2023-0047,South Korea,High income,2023,55-64,Female,Secondary,Employed full-time,Suburban,Daily,Work/Productivity,8,6,Agree,0,11.25,1,0,1,7,1,0
SRV-04-2023-0048,South Korea,High income,2023,35-44,Female,Primary,Self-employed,Urban,Weekly,Healthcare Info,10,3,Neutral,1,0.0,0,0,1,8,1,1
SRV-04-2023-0049,South Korea,High income,2023,25-34,Female,Bachelor,Employed full-time,Rural,Several times/week,Coding,7,2,Neutral,1,0.0,0,0,1,6,0,0
SRV-04-2023-0050,South Korea,High income,2023,35-44,Male,Secondary,Employed full-time,Urban,Weekly,Personal Assistant,4,3,Disagree,1,0.0,1,0,1,7,1,0
SRV-04-2023-0051,South Korea,High income,2023,35-44,Female,Secondary,Employed part-time,Rural,Monthly,Work/Productivity,7,2,Agree,1,0.0,0,0,1,8,1,0
SRV-04-2023-0052,South Korea,High income,2023,25-34,Male,Vocational,Employed part-time,Urban,Daily,Work/Productivity,5,3,Strongly agree,1,5.75,0,0,1,10,1,0
SRV-04-2023-0053,South Korea,High income,2023,18-24,Female,Bachelor,Employed full-time,Rural,Rarely,Entertainment,7,3,Strongly agree,1,14.29,0,0,1,7,1,0
SRV-04-2023-0054,South Korea,High income,2023,55-64,Male,Secondary,Self-employed,Urban,Daily,Work/Productivity,4,1,Strongly agree,0,0.0,0,0,1,6,1,0
SRV-04-2023-0055,South Korea,High income,2023,18-24,Male,Bachelor,Self-employed,Suburban,Daily,Coding,6,1,Strongly agree,0,0.3,0,0,1,4,1,0
SRV-04-2023-0056,South Korea,High income,2023,55-64,Female,Vocational,Employed full-time,Urban,Never,None,7,1,Strongly disagree,0,1.53,0,0,1,4,1,0
SRV-04-2023-0057,South Korea,High income,2023,25-34,Female,Secondary,Employed full-time,Urban,Rarely,Education/Learning,6,1,Strongly agree,0,4.82,0,0,1,8,1,1
SRV-04-2023-0058,South Korea,High income,2023,35-44,Male,Secondary,Self-employed,Suburban,Several times/week,Education/Learning,7,8,Strongly agree,1,55.78,0,0,1,8,1,0
SRV-04-2023-0059,South Korea,High income,2023,45-54,Male,Bachelor,Unemployed,Urban,Daily,Education/Learning,8,4,Agree,1,1.15,0,0,0,7,0,0
SRV-04-2023-0060,South Korea,High income,2023,45-54,Male,Bachelor,Retired,Rural,Rarely,Creative Projects,6,3,Disagree,0,0.0,0,0,1,8,0,0
SRV-04-2023-0061,South Korea,High income,2023,55-64,Female,No formal,Employed full-time,Suburban,Weekly,Coding,7,5,Strongly agree,1,12.91,0,0,0,6,1,0
SRV-04-2023-0062,South Korea,High income,2023,25-34,Female,Secondary,Employed full-time,Suburban,Daily,Coding,3,6,Neutral,0,27.44,0,0,1,7,0,0
SRV-04-2023-0063,South Korea,High income,2023,35-44,Female,Secondary,Self-employed,Urban,Daily,Creative Projects,5,5,Strongly agree,0,0.0,0,0,1,6,1,1
SRV-04-2023-0064,South Korea,High income,2023,35-44,Female,Primary,Employed full-time,Urban,Never,None,8,7,Strongly agree,1,0.0,1,0,1,9,0,1
SRV-04-2023-0065,South Korea,High income,2023,25-34,Female,Master,Employed part-time,Suburban,Several times/week,None,10,6,Strongly agree,1,0.0,0,1,1,4,1,0
SRV-04-2023-0066,South Korea,High income,2023,18-24,Female,Secondary,Employed full-time,Urban,Daily,None,1,2,Neutral,0,0.0,1,0,1,7,1,1
SRV-04-2023-0067,South Korea,High income,2023,65+,Female,Bachelor,Student,Urban,Daily,Education/Learning,8,1,Disagree,1,10.26,0,0,1,8,1,0
SRV-04-2023-0068,South Korea,High income,2023,25-34,Female,Primary,Retired,Urban,Several times/week,Healthcare Info,6,4,Disagree,0,6.41,0,0,1,6,1,0
SRV-04-2023-0069,South Korea,High income,2023,65+,Male,Vocational,Employed part-time,Rural,Daily,Entertainment,9,4,Neutral,1,0.0,0,0,1,10,1,0
SRV-04-2023-0070,South Korea,High income,2023,35-44,Female,Vocational,Employed part-time,Suburban,Monthly,Coding,7,8,Disagree,0,0.0,0,0,1,10,1,0
SRV-04-2023-0071,South Korea,High income,2023,45-54,Male,Bachelor,Employed full-time,Urban,Daily,Coding,7,2,Disagree,0,0.0,1,0,1,8,1,1
SRV-04-2023-0072,South Korea,High income,2023,65+,Male,Bachelor,Self-employed,Rural,Weekly,Education/Learning,5,7,Strongly agree,1,3.12,0,0,1,8,1,0
SRV-04-2023-0073,South Korea,High income,2023,25-34,Male,Secondary,Employed full-time,Urban,Several times/week,Personal Assistant,6,4,Neutral,0,0.0,0,0,1,5,1,0
SRV-04-2023-0074,South Korea,High income,2023,25-34,Male,Vocational,Student,Urban,Several times/week,Creative Projects,8,5,Disagree,0,0.0,0,0,1,6,0,0
SRV-04-2023-0075,South Korea,High income,2023,35-44,Female,Bachelor,Employed part-time,Urban,Several times/week,Personal Assistant,6,7,Agree,1,0.0,0,0,1,7,0,0
SRV-04-2023-0076,South Korea,High income,2023,35-44,Male,Vocational,Employed part-time,Suburban,Daily,Education/Learning,9,5,Neutral,1,11.47,0,0,1,7,1,0
SRV-04-2023-0077,South Korea,High income,2023,25-34,Male,Master,Employed full-time,Urban,Monthly,Coding,7,3,Agree,0,48.24,0,0,1,5,1,1
SRV-04-2023-0078,South Korea,High income,2023,55-64,Male,Bachelor,Employed full-time,Rural,Several times/week,Education/Learning,8,4,Strongly agree,1,12.85,0,0,1,6,1,1
SRV-04-2023-0079,South Korea,High income,2023,25-34,Female,Bachelor,Employed full-time,Rural,Several times/week,Entertainment,9,5,Strongly agree,0,5.96,0,1,1,7,0,0
SRV-04-2023-0080,South Korea,High income,2023,25-34,Male,Vocational,Student,Urban,Daily,Entertainment,10,3,Strongly agree,1,12.19,0,0,1,5,0,0
SRV-04-2023-0081,South Korea,High income,2023,25-34,Female,Secondary,Employed full-time,Urban,Several times/week,Personal Assistant,3,6,Agree,1,16.44,0,0,1,10,0,1
SRV-04-2023-0082,South Korea,High income,2023,35-44,Male,Secondary,Employed full-time,Suburban,Several times/week,Entertainment,8,1,Strongly agree,0,6.13,0,0,1,5,1,0
SRV-04-2023-0083,South Korea,High income,2023,65+,Male,Vocational,Unemployed,Rural,Daily,None,5,3,Strongly agree,1,25.58,0,0,1,9,1,0
SRV-04-2023-0084,South Korea,High income,2023,18-24,Female,Master,Retired,Rural,Rarely,Education/Learning,9,6,Disagree,0,23.56,0,0,1,9,1,0
SRV-04-2023-0085,South Korea,High income,2023,25-34,Male,Primary,Homemaker,Rural,Several times/week,Entertainment,5,3,Agree,1,16.81,0,0,1,8,1,1
SRV-04-2023-0086,South Korea,High income,2023,45-54,Male,Secondary,Employed part-time,Rural,Monthly,Research,6,4,Neutral,1,0.0,0,0,1,6,1,1
SRV-04-2023-0087,South Korea,High income,2023,18-24,Male,Bachelor,Employed full-time,Urban,Several times/week,Creative Projects,8,2,Disagree,0,5.65,0,0,1,10,1,0
SRV-04-2023-0088,South Korea,High income,2023,18-24,Male,Bachelor,Employed part-time,Urban,Never,None,6,7,Neutral,1,55.12,0,1,1,5,1,0
SRV-04-2023-0089,South Korea,High income,2023,45-54,Female,Vocational,Retired,Urban,Weekly,Work/Productivity,1,8,Strongly agree,1,0.0,0,0,1,9,1,0
SRV-04-2023-0090,South Korea,High income,2023,35-44,Male,Master,Unemployed,Rural,Rarely,Education/Learning,7,2,Strongly agree,1,0.0,0,0,1,5,1,1
SRV-04-2023-0091,South Korea,High income,2023,18-24,Female,Secondary,Self-employed,Rural,Daily,None,7,2,Strongly agree,0,13.06,0,0,1,9,0,1
SRV-04-2023-0092,South Korea,High income,2023,55-64,Female,Bachelor,Self-employed,Urban,Several times/week,Work/Productivity,7,1,Neutral,1,20.66,0,0,1,5,1,1
SRV-04-2023-0093,South Korea,High income,2023,25-34,Female,Master,Self-employed,Urban,Several times/week,Coding,8,2,Agree,1,0.0,0,0,1,8,1,0
SRV-04-2023-0094,South Korea,High income,2023,25-34,Male,Bachelor,Employed full-time,Suburban,Rarely,None,6,3,Agree,1,14.12,0,0,1,9,0,0
SRV-04-2023-0095,South Korea,High income,2023,55-64,Male,Master,Employed part-time,Urban,Several times/week,Personal Assistant,6,3,Agree,0,39.25,0,0,1,6,0,0
SRV-04-2023-0096,South Korea,High income,2023,25-34,Male,Master,Employed part-time,Suburban,Daily,None,7,5,Disagree,0,0.0,0,0,1,8,1,0
SRV-04-2023-0097,South Korea,High income,2023,25-34,Female,Secondary,Unemployed,Rural,Never,Education/Learning,8,9,Disagree,1,0.0,0,0,1,6,1,1
SRV-04-2023-0098,South Korea,High income,2023,45-54,Male,Bachelor,Employed full-time,Rural,Daily,None,7,4,Neutral,0,34.38,0,0,1,4,1,1
SRV-04-2023-0099,South Korea,High income,2023,35-44,Male,Vocational,Employed full-time,Suburban,Monthly,Coding,8,5,Strongly agree,1,6.25,0,1,1,6,1,0
SRV-04-2023-0100,South Korea,High income,2023,45-54,Female,Secondary,Employed full-time,Urban,Monthly,Research,8,4,Agree,0,71.19,0,0,1,5,1,0
SRV-04-2023-0101,South Korea,High income,2023,45-54,Female,Secondary,Employed full-time,Suburban,Rarely,Creative Projects,8,7,Agree,1,3.14,0,0,1,8,1,0
SRV-04-2023-0102,South Korea,High income,2023,35-44,Male,Bachelor,Employed full-time,Rural,Daily,Personal Assistant,6,7,Disagree,0,1.28,0,0,1,6,1,0
SRV-04-2023-0103,South Korea,High income,2023,35-44,Female,Bachelor,Employed full-time,Urban,Monthly,Coding,8,4,Agree,1,0.0,0,1,1,8,1,0
SRV-04-2023-0104,South Korea,High income,2023,55-64,Male,Primary,Employed part-time,Urban,Never,Healthcare Info,7,5,Strongly agree,1,0.0,0,0,1,7,1,1
SRV-04-2023-0105,South Korea,High income,2023,35-44,Female,PhD,Retired,Suburban,Monthly,Entertainment,8,5,Neutral,0,24.1,0,0,1,7,1,1
SRV-04-2023-0106,South Korea,High income,2023,55-64,Female,Bachelor,Employed full-time,Rural,Daily,Work/Productivity,8,5,Agree,0,24.59,1,0,1,9,1,0
SRV-04-2023-0107,South Korea,High income,2023,25-34,Female,Primary,Homemaker,Urban,Several times/week,Work/Productivity,6,4,Disagree,0,0.0,0,0,1,6,1,0
SRV-04-2023-0108,South Korea,High income,2023,25-34,Male,PhD,Employed full-time,Urban,Several times/week,Coding,5,2,Agree,1,0.0,0,0,1,9,1,0
SRV-04-2023-0109,South Korea,High income,2023,25-34,Male,Bachelor,Employed full-time,Urban,Weekly,Healthcare Info,6,3,Strongly disagree,1,0.0,0,0,1,7,1,0
SRV-04-2023-0110,South Korea,High income,2023,18-24,Male,Master,Student,Rural,Daily,Entertainment,7,6,Strongly agree,1,4.75,0,0,1,9,1,1
SRV-04-2023-0111,South Korea,High income,2023,18-24,Male,Secondary,Self-employed,Rural,Several times/week,None,6,1,Agree,0,18.99,0,0,1,7,1,0
SRV-04-2023-0112,South Korea,High income,2023,25-34,Female,Bachelor,Homemaker,Urban,Weekly,Coding,8,3,Strongly agree,1,12.95,0,0,1,4,1,1
SRV-04-2023-0113,South Korea,High income,2023,45-54,Male,Bachelor,Unemployed,Urban,Daily,None,5,7,Neutral,0,0.0,0,0,1,6,0,0
SRV-04-2023-0114,South Korea,High income,2023,18-24,Female,No formal,Employed part-time,Urban,Monthly,Creative Projects,8,3,Strongly agree,1,31.39,0,0,1,9,1,0
SRV-04-2023-0115,South Korea,High income,2023,45-54,Female,Bachelor,Employed full-time,Urban,Several times/week,Personal Assistant,6,1,Agree,1,56.27,0,0,1,5,1,0
SRV-04-2023-0116,South Korea,High income,2023,35-44,Non-binary,PhD,Student,Urban,Weekly,None,7,4,Agree,0,0.0,0,1,1,9,1,0
SRV-04-2023-0117,South Korea,High income,2023,65+,Male,Master,Employed full-time,Urban,Several times/week,Entertainment,9,4,Disagree,1,53.96,0,0,1,5,1,0
SRV-04-2023-0118,South Korea,High income,2023,35-44,Male,Primary,Employed full-time,Urban,Weekly,Education/Learning,10,3,Strongly agree,1,24.23,0,0,1,8,1,0
SRV-04-2023-0119,South Korea,High income,2023,35-44,Male,Secondary,Unemployed,Rural,Several times/week,Healthcare Info,7,6,Neutral,1,5.5,0,0,1,5,1,0
SRV-04-2023-0120,South Korea,High income,2023,35-44,Female,Secondary,Employed full-time,Urban,Daily,Healthcare Info,5,3,Neutral,1,14.78,0,0,1,8,0,0
SRV-04-2023-0121,South Korea,High income,2023,25-34,Female,Primary,Student,Suburban,Never,Work/Productivity,8,2,Agree,1,9.9,1,0,1,9,1,1
SRV-04-2023-0122,South Korea,High income,2023,45-54,Male,PhD,Self-employed,Urban,Weekly,Coding,3,6,Neutral,1,0.0,0,0,1,6,0,0
SRV-04-2023-0123,South Korea,High income,2023,35-44,Female,Bachelor,Homemaker,Urban,Monthly,Entertainment,9,3,Strongly agree,1,0.0,0,0,1,8,1,0
SRV-04-2023-0124,South Korea,High income,2023,55-64,Male,Bachelor,Self-employed,Suburban,Daily,Education/Learning,7,1,Agree,0,0.0,0,0,0,6,1,1
SRV-04-2023-0125,South Korea,High income,2023,18-24,Female,No formal,Employed part-time,Suburban,Rarely,Creative Projects,7,5,Neutral,1,0.0,1,0,1,5,1,0
SRV-04-2023-0126,South Korea,High income,2023,55-64,Female,Bachelor,Employed full-time,Suburban,Daily,Coding,4,3,Neutral,1,8.66,0,0,1,10,1,0
SRV-04-2023-0127,South Korea,High income,2023,25-34,Female,Vocational,Employed full-time,Rural,Several times/week,Education/Learning,5,4,Strongly agree,0,0.5,0,0,1,5,0,1
SRV-04-2023-0128,South Korea,High income,2023,25-34,Female,Bachelor,Employed full-time,Suburban,Weekly,Entertainment,8,3,Neutral,0,5.95,1,0,1,8,1,1
SRV-04-2023-0129,South Korea,High income,2023,25-34,Male,Master,Student,Urban,Weekly,Education/Learning,9,6,Strongly agree,1,30.07,0,0,1,8,1,0
SRV-04-2023-0130,South Korea,High income,2023,65+,Male,Secondary,Employed full-time,Urban,Daily,Coding,8,5,Strongly agree,1,35.79,0,0,1,5,1,0
SRV-04-2023-0131,South Korea,High income,2023,18-24,Male,Secondary,Employed full-time,Urban,Several times/week,Coding,8,2,Strongly agree,0,1.56,0,0,1,9,1,0
SRV-04-2023-0132,South Korea,High income,2023,35-44,Female,Bachelor,Retired,Urban,Weekly,Work/Productivity,7,5,Strongly agree,0,0.0,0,0,1,9,1,1
SRV-04-2023-0133,South Korea,High income,2023,55-64,Male,Vocational,Employed full-time,Urban,Daily,Personal Assistant,4,2,Strongly agree,1,38.9,0,0,1,7,1,0
SRV-04-2023-0134,South Korea,High income,2023,25-34,Female,Master,Employed part-time,Urban,Weekly,Work/Productivity,10,6,Disagree,0,2.08,0,0,1,7,1,0
SRV-04-2023-0135,South Korea,High income,2023,35-44,Female,Secondary,Unemployed,Urban,Several times/week,Research,9,1,Disagree,0,0.0,0,0,1,9,1,0
SRV-04-2023-0136,South Korea,High income,2023,55-64,Male,Secondary,Employed full-time,Suburban,Daily,Healthcare Info,1,7,Neutral,1,7.62,0,0,0,6,1,0
SRV-04-2023-0137,South Korea,High income,2023,65+,Male,Bachelor,Employed full-time,Rural,Several times/week,Creative Projects,7,3,Strongly agree,1,0.0,0,1,1,10,1,1
SRV-04-2023-0138,South Korea,High income,2023,35-44,Female,Bachelor,Self-employed,Rural,Daily,Creative Projects,10,6,Strongly agree,0,41.83,0,0,1,5,1,1
SRV-04-2023-0139,South Korea,High income,2023,18-24,Male,Bachelor,Employed full-time,Urban,Daily,Research,10,5,Strongly disagree,1,3.66,0,0,1,7,1,0
SRV-04-2023-0140,South Korea,High income,2023,25-34,Male,Secondary,Employed full-time,Rural,Daily,Education/Learning,7,2,Neutral,1,4.96,0,0,1,10,1,0
SRV-04-2023-0141,South Korea,High income,2023,25-34,Non-binary,Primary,Retired,Suburban,Monthly,Work/Productivity,4,9,Strongly agree,1,0.11,0,1,0,7,1,0
SRV-04-2023-0142,South Korea,High income,2023,35-44,Female,Master,Employed full-time,Suburban,Weekly,Research,10,8,Agree,1,9.17,0,0,1,5,1,0
SRV-04-2023-0143,South Korea,High income,2023,35-44,Male,Vocational,Employed part-time,Urban,Daily,Research,6,4,Neutral,1,0.0,0,0,1,5,1,1
SRV-04-2023-0144,South Korea,High income,2023,25-34,Male,Master,Employed full-time,Urban,Never,None,6,3,Agree,1,3.79,0,0,1,5,1,1
SRV-04-2023-0145,South Korea,High income,2023,35-44,Male,Vocational,Employed full-time,Suburban,Rarely,Work/Productivity,5,3,Disagree,0,3.25,0,0,1,5,1,1
SRV-04-2023-0146,South Korea,High income,2023,25-34,Male,Secondary,Retired,Rural,Several times/week,Healthcare Info,8,3,Strongly agree,0,0.0,0,1,1,10,1,0
SRV-04-2023-0147,South Korea,High income,2023,55-64,Female,Master,Student,Rural,Weekly,Creative Projects,8,5,Strongly agree,1,31.18,1,0,1,7,0,0
SRV-04-2023-0148,South Korea,High income,2023,25-34,Female,Bachelor,Employed full-time,Rural,Daily,Education/Learning,6,8,Strongly agree,0,0.0,0,0,1,7,1,1
SRV-04-2023-0149,South Korea,High income,2023,55-64,Female,Bachelor,Employed part-time,Rural,Never,Healthcare Info,9,7,Disagree,1,7.89,0,0,1,6,1,0
SRV-04-2023-0150,South Korea,High income,2023,65+,Female,PhD,Self-employed,Urban,Several times/week,Education/Learning,6,5,Neutral,1,0.0,0,0,1,7,1,0
SRV-04-2023-0151,South Korea,High income,2023,35-44,Prefer not to say,Secondary,Employed full-time,Rural,Daily,Coding,10,2,Strongly agree,1,0.0,0,0,1,9,1,0
SRV-04-2023-0152,South Korea,High income,2023,65+,Male,Secondary,Employed full-time,Suburban,Weekly,Education/Learning,7,3,Disagree,1,3.75,0,0,1,6,1,0
SRV-04-2023-0153,South Korea,High income,2023,18-24,Male,PhD,Student,Suburban,Rarely,Work/Productivity,9,5,Agree,0,0.3,0,0,1,7,1,1
SRV-04-2023-0154,South Korea,High income,2023,18-24,Female,Secondary,Employed full-time,Urban,Daily,Healthcare Info,4,7,Neutral,0,0.0,0,0,1,8,1,0
SRV-04-2023-0155,South Korea,High income,2023,45-54,Male,Vocational,Employed full-time,Suburban,Several times/week,Work/Productivity,7,3,Strongly agree,1,0.0,0,0,1,9,1,1
SRV-04-2023-0156,South Korea,High income,2023,55-64,Female,Vocational,Employed full-time,Rural,Rarely,Personal Assistant,6,6,Neutral,1,4.09,0,0,1,6,1,1
SRV-04-2023-0157,South Korea,High income,2023,25-34,Female,Bachelor,Self-employed,Urban,Rarely,Entertainment,5,3,Strongly agree,0,0.0,0,0,1,7,1,1
SRV-04-2023-0158,South Korea,High income,2023,25-34,Female,Secondary,Employed part-time,Urban,Weekly,Work/Productivity,7,5,Strongly agree,0,31.38,1,0,1,6,1,0
SRV-04-2023-0159,South Korea,High income,2023,35-44,Female,Vocational,Employed full-time,Suburban,Daily,None,7,4,Agree,0,32.91,0,0,1,6,1,0
SRV-04-2023-0160,South Korea,High income,2023,18-24,Male,Secondary,Employed full-time,Urban,Monthly,Personal Assistant,8,2,Strongly agree,1,44.26,0,0,1,4,1,0
SRV-04-2023-0161,South Korea,High income,2023,45-54,Male,Primary,Employed full-time,Suburban,Monthly,Personal Assistant,5,6,Strongly agree,1,15.22,1,1,1,10,1,0
SRV-04-2023-0162,South Korea,High income,2023,55-64,Female,Secondary,Employed full-time,Suburban,Several times/week,Coding,6,8,Strongly agree,0,12.85,0,1,1,6,1,0
SRV-04-2023-0163,South Korea,High income,2023,18-24,Male,Bachelor,Employed full-time,Rural,Rarely,Healthcare Info,5,4,Disagree,1,39.69,0,0,1,7,1,1
SRV-04-2023-0164,South Korea,High income,2023,18-24,Female,Master,Employed part-time,Suburban,Rarely,Work/Productivity,5,4,Agree,1,0.0,0,1,1,7,1,0
SRV-04-2023-0165,South Korea,High income,2023,35-44,Non-binary,Bachelor,Employed full-time,Urban,Monthly,Coding,3,2,Agree,1,21.05,0,0,1,8,1,0
